authors,title,abstract,cited,year,doi,chazal
"Baygin, M; Tuncer, T; Dogan, S; Tan, RS; Acharya, UR","Automated arrhythmia detection with homeomorphically irreducible tree technique using more than 10,000 individual subject ECG records","Background and objective: Arrhythmia constitute a common clinical problem in cardiology. The diagnosis is often made using electrocardiographic (ECG) signals but manual ECG interpretation by experts is expensive and time-consuming. In this work, we developed and validated an arrhythmia classification model based on handcrafted features, which was more computationally efficient than traditional deep learning models. Material and method: The classification model comprised (i) a specific feature extraction function based on the homeomorphically irreducible tree (HIT) graph pattern, (ii) multi-level feature generation based on maximum absolute pooling, (iii) Chi2 feature selector, and (iv) standard support vector machine classifier. We trained and validated the model on a large dataset comprising 12-leads ECGs acquired from more than 10,000 subjects. Performance metrics were reported for seven- (Case 1) and four-class (Case 2) arrhythmia diagnosis. Results: High classification accuracy rates of 92.95% and 97.18% were attained for Case 1 and Case 2, respectively, that were comparable with those of deep learning on the same ECG dataset. Conclusion: The model achieved excellent classification results at low computational cost, which underscores the potential for real world application of the proposed HIT-based ECG classification model. (C) 2021 Elsevier Inc. All rights reserved.",43,2021,http://dx.doi.org/10.1016/j.ins.2021.06.022,No
"Wan, XK; Jin, ZY; Wu, HB; Liu, JJ; Zhu, BR; Xie, HG",HEARTBEAT CLASSIFICATION ALGORITHM BASED ON ONE-DIMENSIONAL CONVOLUTION NEURAL NETWORK,"The morbidity of cardiovascular disease increasingly rises, which makes great impact upon people's health and life. Electrocardiogram (ECG) beat classification is of great significance to clinical diagnosis of cardiovascular diseases. Traditional ECG signal classification algorithm relies heavily on the accuracy of feature extraction or increases the complexity of the calculation process by means of the correlation characteristic coefficient transformation, which results in that the ECG beat classification effect is still not satisfactory. Aimed at this problem, a novel method based on convolution neural network (CNN) is presented in this paper. First, ECG signal is preprocessed to suppress the noise and to locate the R peaks, and five kinds of ECG beat waveform data are obtained. Then taking ECG beat sampling points as input, four layers of one-dimensional CNN are constructed for feature extraction and classification. Finally, experimental verification is carried out on the data from MIT-BIH database, and the accuracy of recognition and classification of the presented method reaches 99.10%. Comparison with the methods based on artificial features, this method shows better performance, which avoids serious dependence on the accuracy of feature extraction, skips the steps of feature extraction and selection, and reduces the complexity of computational process.",42,2020,http://dx.doi.org/10.1142/S0219519420500463,No
"Meng, LX; Tan, WJ; Ma, JG; Wang, RF; Yin, XX; Zhang, YC",Enhancing dynamic ECG heartbeat classification with lightweight transformer model,"Arrhythmia is a common class of Cardiovascular disease which is the cause for over 31% of all death over the world, according to WHOs' report. Automatic detection and classification of arrhythmia, as an effective tool of early warning, has recently been received more and more attention, especially in the applications of wearable devices for data capturing. However, different from traditional application scenarios, wearable electrocardio-gram (ECG) devices have some drawbacks, such as being subject to multiple abnormal interferences, thus making accurate ventricular contraction (PVC) and supraventricular premature beat (SPB) detection to be more chal-lenging. The traditional models for heartbeat classification suffer from the problem of large-scale parameters and the performance in dynamic ECG heartbeat classification is not satisfactory. In this paper, we propose a novel light model Lightweight Fussing Transformer to address these problems. We developed a more lightweight structure named LightConv Attention (LCA) to replace the self-attention of Fussing Transformer. LCA has reached remarkable performance level equal to or higher than self-attention with fewer parameters. In particular, we designed a stronger embedding structure (Convolutional Neural Network with attention mechanism) to enhance the weight of features of internal morphology of the heartbeat. Furthermore, we have implemented the proposed methods on real datasets and experimental results have demonstrated outstanding accuracy of detecting PVC and SPB.",41,2022,http://dx.doi.org/10.1016/j.artmed.2022.102236,No
"Gupta, V; Mittal, M; Mittal, V",A Novel FrWT Based Arrhythmia Detection in ECG Signal Using YWARA and PCA,"In general, Electrocardiogram (ECG) signal gets corrupted by variety of noise at the time of its acquisition. Unfortunately, these noise tend to mask the crucial information. Consequently, it may endanger life of the subject (patient) due to delayed diagnosis of heart health. In critical situations, proper analysis of ECG signals is very important for correct and timely detection of heart diseases. This situation motivated the present authors to develop an efficient arrhythmia detection algorithm. In this paper, a novel fractional wavelet transform (FrWT), Yule-Walker Autoregressive Analysis (YWARA), and Principal Component Analysis (PCA) are used for preprocessing, feature extraction, and detection, respectively. The type of arrhythmia detected has been interpreted based on variance estimation theory. For performance evaluation, various statistical parameters such as mean square error (MSE), detection accuracy (Acc), & output signal-to-noise ratio (SNR) are used. The proposed algorithm achieved a MSE of 0.1656%, Acc of 99.89%, & output SNR of 25.25 dB for MIT-BIH Arrhythmia database. For complete validation of this proposed work, other databases such as ventricular tachyarrhythmia, MIT-BIH long-term, and atrial fibrillation are also utilized.",38,2022,http://dx.doi.org/10.1007/s11277-021-09403-1,No
"Hammad, M; El-Latif, AAA; Hussain, A; El-Samie, FEA; Gupta, BB; Ugail, H; Sedik, A",Deep Learning Models for Arrhythmia Detection in IoT Healthcare Applications,"In this paper, novel convolutional neural network (CNN) and convolutional long short-term (ConvLSTM) deep learning models (DLMs) are presented for automatic detection of arrhythmia for IoT applications. The input ECG signals are represented in 2D format, and then the obtained images are fed into the proposed DLMs for classification. This helps to overcome most of the problems of the previous machine and deep learning models such as overfitting, and working on more than one lead of ECG signals. We use several publicly available datasets from PhysioNet such as MIT-BIH, PhysioNet 2016 and PhysioNet 2018 for model assessment. Overall accuracies of 97%, 98 %, 94 % and 91 % are obtained on spectrograms of MIT-BIH dataset, compressed MIT-BIH dataset, PhysioNet 2016 dataset, and PhysioNet 2018 dataset, respectively. Compared to the previous works, the proposed framework is more robust and efficient, especially in the case of noisy data.",36,2022,http://dx.doi.org/10.1016/j.compeleceng.2022.108011,No
"Jin, YR; Liu, JL; Liu, YQ; Qin, CJ; Li, ZY; Xiao, DY; Zhao, LQ; Liu, CL",A Novel Interpretable Method Based on Dual-Level Attentional Deep Neural Network for Actual Multilabel Arrhythmia Detection,"Arrhythmia accounts for more than 80% of sudden cardiac death, and its incidence rate has increased rapidly recently. Nowadays, many studies have applied artificial intelligence (AI) methods to arrhythmia detection. Deep learning approaches can improve model performance but lack the capability to mine the relationship between the electrocardiogram (ECG) samples and final results. Furthermore, most arrhythmia diagnosis methods aim at only multiclassification problems. However, in many cases, an ECG recording may have more than one arrhythmia disease. In this article, we develop an accurate and interpretable model for multilabel ECG signals, which is called dual-level attentional convolutional long short-term memory neural network (DLA-CLSTM). Convolutional layers, bidirectional long short-term memory layers, and attention mechanisms are used for extracting beat- and rhythm-level information. Notably, the attention mechanism helps the model be more interpretable. In addition, we design a weighted multilabel classifier to address multilabel and imbalance problems. Finally, the MIT-BIH Arrhythmia Database and the 1st China Physiological Signal Challenge dataset are utilized to evaluate DLA-CLSTM. Compared with existing methods, DLA-CLSTM can improve the accuracy by 22.50% and the F1-macro by 20.51% on average. Further analysis shows that the areas focused by DLA-CLSTM match the clinical judgment basis to some extent. Collectively, DLA-CLSTM has good potential for assisting clinicians in real applications.",31,2022,http://dx.doi.org/10.1109/TIM.2021.3135330,No
"Huang, Y; Yen, GG; Tseng, VS",Snippet Policy Network V2: Knee-Guided Neuroevolution for Multi-Lead ECG Early Classification,"Early time series classification predicts the class label of a given time series before it is completely observed. In time-critical applications, such as arrhythmia monitoring in ICU, early treatment contributes to the patient's fast recovery, and early warning could even save lives. Hence, in these cases, it is worthy of trading, to some extent, classification accuracy in favor of earlier decisions when the time series data are collected over time. In this article, we propose a novel deep reinforcement learning-based framework, snippet policy network V2 (SPN-V2), for long and varied-length multi-lead electrocardiogram (ECG) early classification. The proposed SNP-V2 contains two main components: snippet representation learning (SRL) and early classification timing learning (ECTL). The SRL is proposed to encode inner-snippet spatial correlations and inter-snippet temporal correlations into the hidden representations of the subsegment (snippet) of the input ECG. ECTL aims to learn a decision agent to classify the time series early and accurately. To optimize the proposed framework, we design a novel knee-guided neuroevolution algorithm (KGNA) to solve cardiovascular diseases' early classification problem, automatically optimizing the proposed SPN-V2 regarding the tradeoff between accuracy and earliness. In addition, we conduct a series of experiments on two real-world ECG datasets. The experimental results show the superiority of the proposed algorithm over the state-of-the-art competing methods.",10,2024,http://dx.doi.org/10.1109/TNNLS.2022.3187741,No
"Barandas, M; Famiglini, L; Campagner, A; Folgado, D; Simao, R; Cabitza, F; Gamboa, H",Evaluation of uncertainty quantification methods in multi-label classification: A case study with automatic diagnosis of electrocardiogram,"Artificial Intelligence (AI) use in automated Electrocardiogram (ECG) classification has continuously attracted the research community's interest, motivated by their promising results. Despite their great promise, limited attention has been paid to the robustness of their results, which is a key element for their implementation in clinical practice. Uncertainty Quantification (UQ) is a critical for trustworthy and reliable AI, particularly in safety-critical domains such as medicine. Estimating uncertainty in Machine Learning (ML) model predictions has been extensively used for Out-of-Distribution (OOD) detection under single-label tasks. However, the use of UQ methods in multi-label classification remains underexplored. This study goes beyond developing highly accurate models comparing five uncertainty quantification methods using the same Deep Neural Network (DNN) architecture across various validation scenarios, including internal and external validation as well as OOD detection, taking multi-label ECG classification as the example domain. We show the importance of external validation and its impact on classification performance, uncer-tainty estimates quality, and calibration. Ensemble-based methods yield more robust uncertainty estimations than single network or stochastic methods. Although current methods still have limitations in accurately quantifying uncertainty, particularly in the case of dataset shift, incorporating uncertainty estimates with a classification with a rejection option improves the ability to detect such changes. Moreover, we show that using uncertainty estimates as a criterion for sample selection in active learning setting results in greater improvements in classification performance compared to random sampling.",7,2024,http://dx.doi.org/10.1016/j.inffus.2023.101978,No
"Shekhawat, D; Chaudhary, D; Kumar, A; Kalwar, A; Mishra, N; Sharma, D",Binarized spiking neural network optimized with momentum search algorithm for fetal arrhythmia detection and classification from ECG signals,"Diagnosing the fetal cardiac abnormalities by fetal electrocardiogram (FECG) is a difficult task, but it is essential to identify the fetus health condition. FECG monitoring is essential to provide accurate information on the state of the fetus. Severe fetal arrhythmia can cause heart failure or death. Therefore, it must be required to identify fetal arrhythmias early. The obtained ECG signals are very noisy and have artifacts from breathing and muscle contraction, which makes ECG extraction difficult. Misdiagnosis of fetal arrhythmias can lead to inappropriate treatment, which may result in further complications. If a defect has occurred in the heart of the fetus, it leads to death. To overcome these issues, Binarized spiking neural network optimized with Momentum search algorithm for Fetal Arrhythmia Detection and Classification from ECG signals is proposed in this manuscript for classifying the output as normal and arrhythmia. Initially, the input ECG signals are considered as Fetal ECG data base. The pre-processed ECG signals are extracted by Hexadecimal Local Adaptive Binary Pattern (HLABP). These extracting features are given to BSNN classifier for categorizing the output as normal and arrhythmia. Generally, BSNN does not adopt any optimization methods to determine the optimal parameters and to guarantee an exact classification. Hence, Momentum search algorithm (MSA) is employed to enhance the weight parameters of BSNN. The proposed technique is activated in python and utilizing some performance metrics, like sensitivity, precision, recall, f-measure, specificity, accuracy compared with existing approaches.",7,2024,http://dx.doi.org/10.1016/j.bspc.2023.105713,No
"Ji, CQ; Wang, LY; Qin, J; Liu, L; Han, Y; Wang, ZM",MSGformer: A multi-scale grid transformer network for 12-lead ECG arrhythmia detection,"The electrocardiogram (ECG) is a ubiquitous medical diagnostic tool employed to identify arrhythmias that are characterized by anomalous waveform morphology and erratic intervals. Current ECG analysis methods primarily rely on the feature extraction of single leads or scales, thereby overlooking the critical complementary data obtainable from multiple channels and scales. This paper introduces the Multi-Scale Grid Transformer (MSGformer) network, which extracts spatial features from limb and chest leads and employs a multi-scale grid attention mechanism to capture temporal features. The self-attention mechanism-based multi-lead feature fusion approach leverages diverse leads' perspectives to reflect each lead's heart's comprehensive state and extract unique essential features. Furthermore, MSGformer incorporates a multi-scale grid attention feature extraction strategy that employs multi-head and multi-scale attention mechanisms to extract multi-scale temporal features from two dimensions. The MSGformer network combines these feature extraction strategies, resulting in simultaneous capturing of morphological characteristics across different leads and temporal characteristics within the same lead in ECG. This integration facilitates the effective detection of morphological abnormalities and erratic intervals in cardiac electrical activity. Utilizing the publicly available 2018 China Physiological Signal Challenge (CPSC 2018) and MIT-BIH electrocardiogram datasets, the performance of MSGformer was evaluated and compared to existing ECG classification models. Experimental results demonstrate that MSGformer achieved an F1 score of 0.86, while on the MIT-BIH dataset, it attained accuracy, sensitivity, and positive predictive value of 99.28%, 97.13%, and 97.87%, respectively, outperforming other current models.",5,2024,http://dx.doi.org/10.1016/j.bspc.2023.105499,No
"Alamatsaz, N; Tabatabaei, L; Yazdchi, M; Payan, H; Alamatsaz, N; Nasimi, F",A lightweight hybrid CNN-LSTM explainable model for ECG-based arrhythmia detection,"Objective: Electrocardiogram (ECG) is the most frequent and routine diagnostic tool used for monitoring heart electrical signals and evaluating its functionality. The human heart can suffer from a variety of diseases, including cardiac arrhythmias. Arrhythmia is an irregular heart rhythm that in severe cases can lead to stroke and can be diagnosed via ECG recordings. Since early detection of cardiac arrhythmias is of great importance, computerized and automated classification and identification of these abnormal heart signals have received much attention for the past decades. Methods: This paper introduces a light Deep Learning (DL) approach for high accuracy detection of 8 different cardiac arrhythmias and normal rhythms. To employ DL techniques, the ECG signals were preprocessed using resampling and baseline wander removal techniques. The classification was performed using an 11-layer network employing a combination of Convolutional Neural Network (CNN) and Long Short Term Memory (LSTM). Results: In order to evaluate the proposed technique, ECG signals are chosen from the two physionet databases, the MIT-BIH arrhythmia database and the long-term AF database. The proposed DL framework based on the combination of CNN and LSTM showed promising results than most of the state-of-the-art methods. The proposed method reaches the mean diagnostic accuracy of 98.24%. Conclusion: A trained model for arrhythmia classification using diverse ECG signals were successfully developed and tested. Significance: This study presents a lightweight classification technique with high diagnostic accuracy com-pared to other notable methods, making it a potential candidate for implementation in Holter monitor devices for arrhythmia detection. Finally, we used SHapley Additive exPlanations (SHAP), the most popular Explainable Artificial Intelligence (XAI) method to understand how our model make predictions. The results indicate that those features (ECG samples) that have contributed the most to a prediction are consonant with clinicians' decisions. Therefore, the use of interpretable models increases the trust of clinicians in AI and thus leads to decreasing the number of misdiagnoses of cardiovascular diseases.",5,2024,http://dx.doi.org/10.1016/j.bspc.2023.105884,No
"Anand, R; Lakshmi, SV; Pandey, D; Pandey, BK",An enhanced ResNet-50 deep learning model for arrhythmia detection using electrocardiogram biomedical indicators,"Electrocardiogram (ECG) is one among the most common detecting techniques in the analysis and detection of cardiac arrhythmia adopted due to its cost efficiency and simplicity. In a clinical routine, ECG database is collected on daily basis and these databases are reviewed manually. Along with other conventional methods, various approaches using machine learning has been proposed in the past few years. But these would require in-depth knowledge on several parameters and pre-processing techniques in the specific domain. This study is aimed at implementing a more reliable deep learning model that has the capacity to diagnose arrhythmia from a database with 109,446 samples in 5 different categories. In our proposed work, we have used deep learning methodologies for the diagnosis and detection of cardiac arrhythmia automatically. Balancing the biasedness in the waveforms from MIT-BIH arrhythmia database, model is developed. MIT-BIH arrhythmia database with the ECG waveforms promises good accuracy. This automated prediction of the disease using CNN and ResNet-18 architectures are compared in terms of accuracy. CNN has accuracy approximately 97.86% and 98.14% for improved ResNet-18. Also, a comparative analysis is done with the proposed model and already existing techniques. Several limitations and future opportunities are also reviewed. We believe it can be used considerably for cardiac arrhythmia prediction worldwide. Based on the results obtained, ResNet-18 architecture can be used as an efficient procedure, that reduces the burden of training a deep convolutional neural network from start, resulting in a technique that is simple to use.",4,2024,http://dx.doi.org/10.1007/s12530-023-09559-0,No
"Tao, R; Wang, L; Xiong, YN; Zeng, YR",IM-ECG: An interpretable framework for arrhythmia detection using multi-lead ECG,"Multi-lead electrocardiogram (ECG) is a fundamental and reliable diagnostic tool for the detection of heart arrhythmias. An increasing number of deep neural network models have been proposed for automatic arrhythmia detection using multi-lead ECGs. However, most of the existing models focus on intra-lead features while neglecting the inter-lead ones and fail to explain the reasons behind decisions due to their black-box nature. To address these challenges, we propose an interpretable multi-lead ECG detection framework that tackles these limitations in two key areas. First, a flexible double-kernel residual block (DKR-block) is proposed to effectively extract inter-lead and intra-lead features. In addition, a new two-dimensional ECG classification model is built based on the DKR-block for accurate arrhythmia detection. Second, a visualization method based on gradientweighted class activation mapping is used to visualize the indicative features of the model's decisions. The proposed model achieves an AUCmacro of 0.929 on the PTB-XL data, a F1micro of 0.932 on the HFECGIC dataset, and an F1macro of 0.989 on the LUDB dataset. The results show that the proposed model outperforms several stateof-the-art methods, and the visualization features of its classification decision are consistent with the medical background knowledge.",3,2024,http://dx.doi.org/10.1016/j.eswa.2023.121497,Yes
"Zubair, M; Woo, S; Lim, S; Kim, D",Deep Representation Learning With Sample Generation and Augmented Attention Module for Imbalanced ECG Classification,"Developing an efficient heartbeat monitoring system has become a focal point in numerous healthcare applications. Specifically, in the last few years, heartbeat classification for arrhythmia detection has gained considerable interest from researchers. This paper presents a novel deep representation learning method for the efficient detection of arrhythmic beats. To mitigate the issues associated with the imbalanced data distribution, a novel re-sampling strategy is introduced. Unlike the existing oversampling methods, the proposed technique transforms majority-class samples into minority-class samples with a novel translation loss function. This approach assists the model in learning a more generalized representation of crucially important minority class samples. Moreover, by exploiting an auxiliary feature, an augmented attention module is designed that focuses on the most relevant and target-specific information. We adopted an inter-patient classification paradigm to evaluate the proposed method. The experimental results of this study on the MIT-BIH arrhythmia database clearly indicate that the proposed model with augmented attention mechanism and over-sampling strategy significantly learns a balanced deep representation and improves the classification performance of vital heartbeats.",2,2024,http://dx.doi.org/10.1109/JBHI.2023.3325540,No
"Khatar, Z; Bentaleb, D; Bouattane, O",Advanced detection of cardiac arrhythmias using a three-stage CBD filter and a multi-scale approach in a combined deep learning model,"In this paper, we present a new method based on deep learning for the detection of cardiac arrhythmias. The proposed method is based on three fundamental components: an inception-ResNet structure, bidirectional LSTM layers and a multi-scale signal analysis technique. To improve processing of the MIT-BIH arrhythmia dataset, we have developed a three-stage CBD filter that successively incorporates Chebyshev, Butterworth and Daubechies filters. This filter is designed meticulously to denoise the ECG signal while preserving its relevant features. By combining this filter with our deep learning model and multi-scale approach, we have significantly improved the quality of the ECG signal. Such integration not only enhances the accuracy and reliability of arrhythmia detection, but also contributes to the identification of complex patterns in various temporal and spatial dimensions. In terms of performance, our model is remarkably robust, with 98.94% accuracy and 97.20% precision.",2,2024,http://dx.doi.org/10.1016/j.bspc.2023.105551,No
"Chen, ZK; Yang, DN; Cui, TR; Li, D; Liu, HF; Yang, Y; Zhang, S; Yang, SF; Ren, TL",A novel imbalanced dataset mitigation method and ECG classification model based on combined 1D_CBAM-autoencoder and lightweight CNN model,"To address the problems of the imbalanced datasets, limited computing power, and memory capability of wearable devices, this paper proposes a new hybrid method for imbalanced dataset mitigation and a novel lightweight Convolutional Neural Network (CNN) framework for electrocardiogram(ECG) signal classification. First, data enhancement method is used by changing the amplitude of a small number of samples and combining with the weighted loss function in the deep learning model. Then, One-Dimensional Convolutional Block Attention Module (1D_CBAM) mechanism autoencoder model is proposed to compress the ECG heartbeat signals and extract the features of the ECG heartbeats. A modified one-dimensional lightweight CNN model based on MobileNet architecture is eventually used to categorize various arrhythmias utilizing the above features. Using the MIT-BIH arrhythmia dataset, the proposed model is tested by dividing the MIT Database(MITDB) into Dataset1 and Dataset2, in conjunction with suggestions from AAMI and other heartbeat signal classification methods. The experimental results show that the proposed imbalanced dataset mitigation method has higher performance than other methods in this paper, the proposed model has the most stable convergence and the lowest reconstruction loss (approximately 0.1) in the feature extraction process under the same conditions. During the classification process, the lightweight CNN model has approximately 4x fewer trainable parameters(Params: 12,788) and its performance [Dataset1: F1-Score: 96.24% ACC: 98.21%; Dataset2: F1-Score: 98.73% ACC: 99.61%] is comparable to the traditional CNN model [Dataset1: F1-Score: 96.98% ACC: 99.17%; Dataset2: F1-Score: 99.18% ACC: 99.72%].",2,2024,http://dx.doi.org/10.1016/j.bspc.2023.105437,No
"Sun, L; Wu, J",A Scalable and Transferable Federated Learning System for Classifying Healthcare Sensor Data,"With the development of Internet of Medical Things, massive healthcare sensor data (HSD) are transmitted in the Internet, which faces various security problems. Healthcare data are sensitive and important for patients. Automatic classification of HSD has significant value for protecting the privacy of patients. Recently, the edge computing-based federated learning has brought new opportunities and challenges. It is difficult to develop a lightweight HSD classification system for edge computing. In particular, the classification system should consider the dynamic characteristics of HSD, e.g., the change of data distributions and the appearance of initially unknown classes. To solve these problems, the paper proposes a scalable and transferable classification system, called SCALT. It is a one-classifier-per-class system based on federated learning. It comprises a one-dimensional convolution-based network for feature extraction, and an individual mini-classifier for each class. It is easy to be scaled when new class appears since only a mini-classifier will be trained. The feature extractor is updated only when it is transferred to a new task. SCALT has a parameter protection mechanism, which can avoid catastrophic forgetting in sequential HSD classification tasks. We conduct comprehensive experiments to evaluate SCALT on three different physiological signal datasets: Electrocardiogram, Electroencephalogram and Photoplethysmograph. The accuracies on the three datasets are 98.65%, 91.10% and 89.93% respectively, which are higher than the compared state-of-the-art works. At last, an application of applying SCALT to protect the privacy of patients is presented.",25,2023,http://dx.doi.org/10.1109/JBHI.2022.3171402,No
"Ganeshkumar, M; Ravi, V; Sowmya, V; Gopalakrishnan, EA; Soman, KP",Explainable Deep Learning-Based Approach for Multilabel Classification of Electrocardiogram,"Recently computer-aided diagnosis methods have been widely adopted to aid doctors in disease diagnosis making their decisions more reliable and error-free. Electrocardiogram (ECG) is the most commonly used, noninvasive diagnostic tool for investigating various cardiovascular diseases. In real life, patients suffer from more than one heart disease at a time. So any practical automated heart disease diagnosis system should identify multiple heart diseases present in a single ECG signal. In this article, we propose a novel deep learning-based method for the multilabel classification of ECG signals. The proposed method can accurately identify up to two labels of an ECG signal pertaining to eight rhythm or morphological abnormalities of the heart and also the normal heart condition. Also, the black-box nature of deep learning models prevents them from being applied to high-risk decisions like the automated heart disease diagnosis. So in this article, we also establish an explainable artificial intelligence (XAI) framework for ECG classification using class activation maps obtained from the Grad-CAM technique. In the proposed method, we train a convolutional neural network (CNN) with constructed ECG matrices. With the experiments conducted, we establish that training the CNN by taking only one label for each ECG signal data point is enough for the network to learn the features of an ECG point with multilabel information in it (multiple heart diseases at the same time). During classification, we apply thresholding on the output probabilities of the softmax layer of our CNN, to obtain the multilabel classification of ECG signals.We trained the model with 6311 ECG records and tested the model with 280 ECG records. During testing, the model achieved a subset accuracy of 96.2% and a hamming loss of 0.037 and a precision of 0.986 and a recall of 0.949 and an F1-score of 0.967. Considering the fact that the model has performed very well in all the metrics of multilabel classification, the model can be directly used as a practical tool for automated heart disease diagnosis.",24,2023,http://dx.doi.org/10.1109/TEM.2021.3104751,Yes
"Xia, Y; Xu, YY; Chen, P; Zhang, J; Zhang, YL",Generative adversarial network with transformer generator for boosting ECG classification,"Arrhythmia is an important group of cardiovascular diseases, which can suddenly attack and cause sudden death, or continue to affect the heart and cause its failure. Electrocardiogram (ECG) is an important tool for detecting arrhythmia, but its analysis is time-consuming and dependent on extensive expertise. Deep neural networks have become a popular technique for automatically tracing ECG signals, and demonstrate great potentials to be more competent than human experts. However, most life-threatening arrhythmias are extremely rare, limiting the amount of examples available to train deep learning models. To address such a data imbalance problem, this study proposed a novel data augmentation protocol, i.e., a transformer and convolution-based generative adversarial network (TCGAN). Transformer is a recently proposed deep neural network based on the self -attention mechanism, which has powerful capabilities in learning the relationships between sequence ele-ments. The proposed TCGAN is utilized to generate heartbeat signals per type, which are then added to the original dataset to alleviate the data-imbalance problem. Experimental results on the MIT-BIH arrhythmia database demonstrate that our TCGAN can generate ECG heartbeats with the waveforms being close to their real counterparts. In the inter-patient heartbeat classification paradigm, the overall accuracy of the proposed method is 94.69% in classifying heartbeats with type N, S, V, and F. Furthermore, the comparison with several state-of-the-art heartbeat classification systems demonstrates the effectiveness of the proposed TCGAN in enhancing the ECG dataset.",19,2023,http://dx.doi.org/10.1016/j.bspc.2022.104276,No
"Yang, SX; Lian, C; Zeng, ZG; Xu, BR; Zang, JB; Zhang, ZD",A Multi-View Multi-Scale Neural Network for Multi-Label ECG Classification,"The 12-lead electrocardiogram (ECG) is a common method used to diagnose cardiovascular diseases. Recently, ECG classification using deep neural networks has been more accurate and efficient than traditional methods. Most ECG classification methods usually connect the 12-lead ECG into a matrix and then input this matrix into a deep neural network. We propose a multi-view and multi-scale deep neural network for ECG classification tasks considering different leads as different views, taking full advantage of the diversity of different lead features in a 12-lead ECG. The proposed network utilizes a multi-view approach to effectively fuse different lead features, and uses a multi-scale convolutional neural network structure to obtain the temporal features of an ECG at different scales. In addition, the spatial information and channel relationships of ECG features are captured by coordinate attention to enhance the feature representation of the network. Since our network contains six view networks, to reduce the size of the network, we also explore the distillation of dark knowledge from the multi-view network into a single-view network. Experimental results on multiple multi-label datasets show that our multi-view network outperforms existing state-of-the-art networks in multiple tasks.",17,2023,http://dx.doi.org/10.1109/TETCI.2023.3235374,Yes
"Zahid, MU; Kiranyaz, S; Gabbouj, M",Global ECG Classification by Self-Operational Neural Networks With Feature Injection,"Objective: Global (inter-patient) ECG classification for arrhythmia detection over Electrocardiogram (ECG) signal is a challenging task for both humans and machines. Automating this process with utmost accuracy is, therefore, highly desirable due to the advent of wearable ECG sensors. However, even with numerous deep learning approaches proposed recently, there is still a notable gap in the performance of global and patient-specific ECG classification performance. Methods: In this study, we propose a novel approach for inter-patient ECG classification using a compact 1D Self-ONN by exploiting morphological and timing information in heart cycles. We used 1D Self-ONN layers to automatically learn morphological representations from ECG data, enabling us to capture the shape of the ECG waveform around the R peaks. We further inject temporal features based on RR interval for timing characterization. The classification layers can thus benefit from both temporal and learned features for the final arrhythmia classification. Results: Using the MIT-BIH arrhythmia benchmark database, the proposed method achieves the highest classification performance ever achieved, i.e., 99.21% precision, 99.10% recall, and 99.15% F1-score for normal (N) segments; 82.19% precision, 82.50% recall, and 82.34% F1-score for the supra-ventricular ectopic beat (SVEBs); and finally, 94.41% precision, 96.10% recall, and 95.2% F1-score for the ventricular-ectopic beats (VEBs). Significance: As a pioneer application, the results show that compact and shallow 1D Self-ONNs with the feature injection can surpass all state-of-the-art deep models with a significant margin and with minimal computational complexity. Conclusion: This study has demonstrated that using a compact and superior network model, a global ECG classification can still be achieved with an elegant performance level even when no patient-specific information is used.",16,2023,http://dx.doi.org/10.1109/TBME.2022.3187874,No
"Kumar, S; Mallik, A; Kumar, A; Del Ser, J; Yang, G",Fuzz-ClustNet: Coupled fuzzy clustering and deep neural networks for Arrhythmia detection from ECG signals,"Electrocardiogram (ECG) is a widely used technique to diagnose cardiovascular diseases. It is a non-invasive technique that represents the cyclic contraction and relaxation of heart muscles. ECG can be used to detect abnormal heart motions, heart attacks, heart diseases, or enlarged hearts by measuring the heart's electrical activity. Over the past few years, various works have been done in the field of studying and analyzing the ECG signals to detect heart diseases. In this work, we propose a deep learning and fuzzy clustering (Fuzz-ClustNet) based approach for Arrhythmia detection from ECG signals. We started by denoising the collected ECG signals to remove errors like baseline drift, power line interference, motion noise, etc. The denoised ECG signals are then segmented to have an increased focus on the ECG signals. We then perform data augmentation on the segmented images to counter the effects of the class imbalance. The augmented images are then passed through a CNN feature extractor. The extracted features are then passed to a fuzzy clustering algorithm to classify the ECG signals for their respective cardio diseases. We ran intensive simulations on two benchmarked datasets and evaluated various performance metrics. The performance of our proposed algorithm was compared with several recently proposed algorithms for heart disease detection from ECG signals. The obtained results demonstrate the efficacy of our proposed approach as compared to other contemporary algorithms.",16,2023,http://dx.doi.org/10.1016/j.compbiomed.2022.106511,No
